SPEAKER,DATE,TITLE,CITATION,URL,Attitude,Merged_Text
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," I have two questions, one for the President of Mexico"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," Bush, at this point, when you are establishing a dialog with the President of Mexico—why? Is this a beginning of a new war?President Fox"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," President, President Bush, welcome to Mexico"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1," The question is on globalization; the question, support to Mexico"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," And another question, certification in Mexico, will it continue? Will it disappear forever? Would you trust our friend Fox?President Bush"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,-1, One of the reasons why drugs are shipped—the main reason why drugs are shipped through Mexico to the United States is because United States citizens use drugs
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1,"And so I want to assure our friends from Mexico that we will put fiscal and monetary—I have nothing to do with monetary policy, of course—but fiscal policy in place that will affect economic growth, because it is beneficial not only for our people but for the Mexican people"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0,President's Visit to MexicoQ
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1, Much has been made of you choosing Mexico as your first foreign trip
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1, And Mexico is our friend and will remain our friend
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1," Here we are in the process of building up and constructing a strategy to foster the economic and human development of a complete region that is formed by three countries that have been associated under a free trade agreement, and the direct relationship between the United States and Mexico that has proven already—that has made advancements very constructively"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1," It has meant development and employment in Mexico, as well"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1,This is what has allowed us to reduce substantially the level of poverty in Mexico
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0, and Mexico
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," We spoke about the California problems, by itself, and, yes, we are speaking about the possibility of creating an energy policy that will be common to all the northern part of the country and into Canada, the United States, and Mexico and part of Central America, to try to create a synergy or a synergism so that each one of the countries would benefit from all these policies, because there is energy that we need to import in Mexico that we do not have enough, and at this moment we know in some part of the U"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," First of all, good energy policy is one that encompasses not only Mexico but Canada"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0, We talked about the possibility of exploration in Canada and the United States and Mexico
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," A cubic foot of gas imported into Mexico is one, obviously, less able to burn in the United States"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0," And we're going to need to—so when we talk about an energy policy at home, it is also in the context of Mexico and Canada"
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,0, It's an issue that is going to affect the people of Mexico and the people of the United States if we don't recognize that we need more supply
George W. Bush,16-Feb-01,"The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico","George W. Bush, The President's News Conference With President Vicente Fox of Mexico in San Cristobal, Mexico Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215554",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-san-cristobal-mexico,1,"We have a great opportunity to come together and have a strategy that honors Mexico and honors its sovereignty and, at the same time, recognizes that people are what matters most"
George W. Bush,29-Mar-01,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213873",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1237,0,I've talked to the President of Mexico about a policy
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,0,"[At this point, President Ricardo Lagos of Chile, President Fernando de la Rua of Argentina, and President Vicente Fox of Mexico each made brief remarks in Spanish"
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,1, Canada has benefited; Mexico has benefited; the United States has benefited
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,1," President Bush, the United States Secretary of the Treasury gave direct financial aid to Mexico to overcome the tequila crisis and to stop propagation to the rest of the region"
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,1," Given the economic financial crisis in Argentina is already spreading to neighboring countries such as Brazil, I'd like to know if the United States plans to give direct financial aid to Argentina, as it did with Mexico in the past?President Bush"
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,0," I am from a newspaper in Mexico City, and I have a question addressed to President Bush and to Prime Minister Jean Chretien"
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,0," Mexico, there is an issue that is of great interest, and I'm referring now to the power issue"
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,0," I have talked with President Fox about that, not only when I was in Mexico but also earlier this week, and will discuss this very issue with the Prime Minister and the President right after this press conference"
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,0,"Part of our issue is to make sure our electricity grids are open enough to handle additional power, say, in the western part of our State, obviously the western part of Mexico"
George W. Bush,22-Apr-01,The President's News Conference With Summit of the Americas Leaders in Quebec City,"George W. Bush, The President's News Conference With Summit of the Americas Leaders in Quebec City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213205",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-summit-the-americas-leaders-quebec-city,1," It is important for our hemisphere to not only trade liberally but to move energy throughout the hemisphere as needed, and it starts with the cooperation between Mexico, Canada, and the United States"
George W. Bush,11-May-01,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212723",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1238,1," You're developing closer relations with Nigeria, Mexico, and Canada"
George W. Bush,11-May-01,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212723",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1238,1,"I am working with Canada and Mexico to increase the supply, particularly of natural gas"
George W. Bush,11-May-01,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212723",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1238,1, So I am working with Mexico and I am working with Canada to try to figure out ways for us to encourage exploration in our own neighborhood
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,-1," President, you said yesterday that you oppose blanket amnesty for illegal immigrants from Mexico"
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,0, They are not only reviewing our policy in our own working group; they are reviewing the policy with their counterparts in Mexico
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,0, Is this a question or a speech?Mexico-U
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,1," Well, I respond by saying that, first of all, I can't think of anything more important for our foreign policy in our hemisphere than to have good relations with Mexico"
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,1," Mexico is our neighbor, and we ought to have a neighborhood that is prosperous and peaceful"
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,1," And I have got a great relation with the President of Mexico, symbolized by the fact that the first state dinner I'm going to have is with Vicente Fox, and it's going to happen in 2 weeks"
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,,The history of the relationship between Mexico and the United States hasn't always been smooth
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,,"The long-term solution, however, for immigration is for Mexico to be prosperous enough to grow a middle class where people will be able to find work at home"
George W. Bush,24-Aug-01,The President's News Conference in Crawford,"George W. Bush, The President's News Conference in Crawford Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213671",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-crawford,, There are people in Mexico who have got children who are worried about where they are going to get their next meal from
George W. Bush,11-Oct-01,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/216279",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1089,," Our staunch friends, Great Britain, our neighbors Canada and Mexico, our NATO Allies, our allies in Asia, Russia, and nations from every continent on the Earth have offered help of one kind or another, from military assistance to intelligence information, to crack down on terrorists' financial networks"
George W. Bush,21-Feb-02,The President's News Conference With President Jiang Zemin of China in Beijing,"George W. Bush, The President's News Conference With President Jiang Zemin of China in Beijing Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212726",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-jiang-zemin-china-beijing-0,," I have accepted with pleasure and appreciation President Bush's invitation to visit the United States in October this year, prior to the APEC meeting in Mexico"
George W. Bush,5-Mar-02,The President's News Conference With President Hosni Mubarak of Egypt,"George W. Bush, The President's News Conference With President Hosni Mubarak of Egypt Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/213198",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-hosni-mubarak-egypt-3,,"As you know, I honored our NAFTA agreements by exempting Canada and Mexico"
George W. Bush,13-Mar-02,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212036",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1102,,Mexico-U
George W. Bush,13-Mar-02,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212036",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1102,, Will you take one on Mexico?The President
George W. Bush,13-Mar-02,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212036",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1102,," Besides what President Fox presented to you last year, you haven't acted in favor of the Mexican proposal by the President of Mexico"
George W. Bush,13-Mar-02,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212036",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1102,, So when are you going to present any concrete steps in that direction for Mexico?The President
George W. Bush,13-Mar-02,The President's News Conference,"George W. Bush, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/212036",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1102,," Well, first of all, we are working closely with Mexico"
George W. Bush,22-Mar-02,The President's News Conference With President Vicente Fox of Mexico in Monterrey,"George W. Bush, The President's News Conference With President Vicente Fox of Mexico in Monterrey Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215532",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-monterrey,,"Among other points within this same category, we have also spoken about opening in airports that have high traffic, both in the United States and Mexico, a line to take care of the Mexicans and Canadians coming into Mexico and, in the case of Mexico, taking care of U"
George W. Bush,22-Mar-02,The President's News Conference With President Vicente Fox of Mexico in Monterrey,"George W. Bush, The President's News Conference With President Vicente Fox of Mexico in Monterrey Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215532",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-monterrey,,"The second topic is what we have called the Partnership for Prosperity, where there are plenty of topics but the specific purpose is to generate opportunities for advancement, opportunities for income, and mainly in communities with high migratory rates in Mexico"
George W. Bush,22-Mar-02,The President's News Conference With President Vicente Fox of Mexico in Monterrey,"George W. Bush, The President's News Conference With President Vicente Fox of Mexico in Monterrey Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215532",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-monterrey,,"We have spoken of also working to bring down the cost of migrators' remittances to their families in Mexico, and this way facilitating those resources becoming productive projects toward important generation of employment and opportunities"
George W. Bush,22-Mar-02,The President's News Conference With President Vicente Fox of Mexico in Monterrey,"George W. Bush, The President's News Conference With President Vicente Fox of Mexico in Monterrey Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/215532",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-vicente-fox-mexico-monterrey,,"I'm so glad that the world could see Monterrey, Mexico"
